ano;id_aluno;id_escola;id_municipio;nome_municipio;sigla_uf;regiao;rede;serie;caderno;peso_aluno;mun_ctx_taxa_alfabetizacao;mun_ctx_media_portugues;mun_ctx_nivel_alfabetizacao;mun_ctx_percentual_participacao;mun_meta_2024;mun_meta_2030;mun_gap_projetado;mun_esforco_anual_requerido;uf_ctx_taxa_alfabetizacao;uf_ctx_media_portugues;uf_ctx_ranking_nacional;uf_meta_2030;escola_n_alunos_avaliados;mun_n_alunos_avaliados;mun_n_escolas;proficiencia;nao_alfabetizado;ibge_populacao;ibge_pib_per_capita;ibge_densidade_demografica;ibge_log_populacao
2024;42042928;60035536;4208906;Jaraguá do Sul;SC;Sul;municipal;2;8;1,71;72,79;758,0717;4,0;79,6;73,91;80,0;1,12;1,03;61,38;747,11;7,0;80,0;82;1670;38;750,74;0;195753,0;79228,74;268,73;12,1846
2024;31111391;60021407;3170800;Várzea da Palma;MG;Sudeste;municipal;2;11;1,0;61,71;759,1668;3,5;92,8;64,73;80,0;3,02;2,613;59,81;751,71;8,0;80,0;33;302;7;768,46;0;34639,0;39024,05;16,13;10,4528
2024;35286674;60029240;3523107;Itaquaquecetuba;SP;Sudeste;municipal;2;8;1,0416667;42,98;728,2914;1,5;91,325;48,89;80,0;5,91;5,289;51,91;740,39;15,0;80,0;99;4693;39;678,4809886;1;382521,0;31316,61;3877,73;12,8545
2024;28003436;60014094;2801405;Carira;SE;Nordeste;municipal;2;10;1,08;33,52;714,9567;0,0;91,44;40,4;80,0;6,88;6,64;31,3;713,13;24,0;80,0;26;123;5;738,53;1;20315,0;35627,32;31,44;9,9192
2024;15051727;60002619;1505064;Novo Repartimento;PA;Norte;municipal;2;8;1,17;55,6;736,802;1,5;82,39;59,65;80,0;4,05;3,486;48,38;733,29;17,0;80,0;40;707;19;747,99;0;63754,0;22059,79;4,03;11,0628
2024;35161883;60030947;3541505;Presidente Venceslau;SP;Sudeste;municipal;2;20;1,0;60,06;751,7854;3,5;95,945;63,36;80,0;3,3;2,849;51,91;740,39;15,0;80,0;33;254;6;759,3560648;0;35902,0;30535,85;50,1;10,4886
2024;35431824;60026502;3550308;São Paulo;SP;Sudeste;estadual;2;2;1,2692308;50,16;738,0494;0,5;84,24000000000001;44,37;80,0;-5,79;4,263;51,91;740,39;15,0;80,0;132;94373;1110;684,9480656;1;11895578,0;89682,49;7387,69;16,2917
2024;35314737;60029719;3548807;São Caetano do Sul;SP;Sudeste;municipal;2;3;1,125;60,95;751,4036;3,0;88,34;64,1;80,0;3,15;2,721;51,91;740,39;15,0;80,0;48;1096;18;787,5035051;0;172109,0;131041,65;9708,79;12,0559
2024;42032595;60034753;4205902;Gaspar;SC;Sul;estadual;2;4;1,49;68,23;749,8362;;;;;;;61,38;747,11;7,0;80,0;57;624;18;724,99;1;76982,0;65716,0;150,07;11,2513
2024;52005222;60041214;5208707;Goiânia;GO;Centro-Oeste;municipal;2;17;1,04;66,56;750,6494;3,0;84,00999999999999;68,74;80,0;2,18;1,92;66,74;752,15;4,0;80,0;75;8840;164;759,38;0;1494599,0;50703,13;1776,75;14,2174
2024;52062817;60041685;5220009;São João d'Aliança;GO;Centro-Oeste;municipal;2;5;1,09;81,82;767,3783;5,0;90,065;80,0;80,0;-1,82;-0,26;66,74;752,15;4,0;80,0;94;178;4;776,85;0;14757,0;40473,67;3,08;9,5995
2024;35364092;60026784;3550308;São Paulo;SP;Sudeste;municipal;2;5;1,3809524;37,87;721,2607;0,5;84,24000000000001;44,37;80,0;6,5;6,019;51,91;740,39;15,0;80,0;69;94373;1110;703,0215699;1;11895578,0;89682,49;7387,69;16,2917
2024;24021346;60009873;2409209;Passagem;RN;Nordeste;municipal;2;5;1,28;47,42;732,2054;1,5;78,57;52,73;80,0;5,31;4,654;37,24;724,89;22,0;80,0;24;24;1;768,6;0;3222,0;14457,79;70,24;8,0781
2024;35229963;60030781;3537800;Piedade;SP;Sudeste;municipal;2;2;1,1578947;58,57;745,6869;2,5;94,58;62,12;80,0;3,55;3,061;51,91;740,39;15,0;80,0;95;622;17;773,022838;0;54237,0;33918,76;69,82;10,9011
2024;23088978;60008943;2312908;Sobral;CE;Nordeste;municipal;2;3;1,0;98,74;840,1149;5,0;97,035;80,0;80,0;-18,74;-2,677;84,46;795,68;1,0;80,0;159;2307;34;784,29;0;215286,0;30605,47;88,67;12,2797
2024;28005113;60014571;2801702;Cristinápolis;SE;Nordeste;municipal;2;9;1,0;24,74;703,0935;0,0;95,97999999999999;31,96;80,0;7,22;7,894;31,3;713,13;24,0;80,0;24;185;7;646,92;1;17539,0;33634,41;69,94;9,7722
2024;31024021;60017962;3106200;Belo Horizonte;MG;Sudeste;estadual;2;13;1,16;65,95;757,7534;2,5;84,09;61,33;80,0;-4,62;2,007;59,81;751,71;8,0;80,0;103;16012;262;796,59;0;2416339,0;53882,2;7167,02;14,6978
2024;35301362;60027533;3534401;Osasco;SP;Sudeste;municipal;2;2;1,1111111;45,95;730,4882;1,0;85,66;51,47;80,0;5,52;4,864;51,91;740,39;15,0;80,0;164;6664;56;803,4759224;0;756952,0;157743,23;10411,79;13,5371
2024;35047510;60031766;3509502;Campinas;SP;Sudeste;estadual;2;6;1,0645161;58,44;751,3349;1,0;86,725;47,76;80,0;-10,68;3,08;51,91;740,39;15,0;80,0;127;8899;141;824,7398442;0;1185977,0;77546,47;1358,63;13,9861
2024;31106912;60018207;3149309;Pedro Leopoldo;MG;Sudeste;estadual;2;18;1,0;57,89;749,7745;2,5;88,315;62,5;80,0;4,61;3,159;59,81;751,71;8,0;80,0;134;602;14;803,22;0;64910,0;38736,36;200,49;11,0808
2024;50003005;60039692;5002704;Campo Grande;MS;Centro-Oeste;municipal;2;8;1,12;41,61;726,7477;1,5;86,66499999999999;47,69;80,0;6,08;5,484;47,45;735,95;18,0;80,0;254;10001;98;778,69;0;954537,0;44283,01;97,22;13,769
2024;15029225;60003432;1502806;Curralinho;PA;Norte;municipal;2;18;1,1;25,06;709,5851;0,0;76,81;32,28;80,0;7,22;7,849;48,38;733,29;17,0;80,0;102;510;20;645,24;1;36451,0;10886,72;7,89;10,5038
2024;31022742;60021822;3127008;Fronteira;MG;Sudeste;municipal;2;20;1,09;52,87;739,9748;3,0;93,505;57,36;80,0;4,49;3,876;59,81;751,71;8,0;80,0;66;135;2;757,16;0;14909,0;73139,31;70,21;9,6098
2024;51000061;60040126;5100250;Alta Floresta;MT;Centro-Oeste;municipal;2;16;1,15;53,52;744,67;3,0;88,50999999999999;57,91;80,0;4,39;3,783;55,03;746,8;11,0;80,0;100;657;8;799,84;0;61291,0;49511,23;5,34;11,0234
2024;31111690;60022022;3131703;Itabira;MG;Sudeste;estadual;2;19;1,0;56,87;749,9374;2,5;87,155;60,96;80,0;4,09;3,304;59,81;751,71;8,0;80,0;25;989;23;762,04;0;117747,0;63137,07;87,57;11,6763
2024;43004316;60036444;4309654;Hulha Negra;RS;Sul;municipal;2;12;1,1666667;70,19;756,2162;2,5;78,22;71,75;80,0;1,56;1,401;63,43;747,39;6,0;80,0;18;63;4;752,1279765;0;6102,0;37505,74;7,34;8,7165
2024;24006892;60009992;2412005;São Gonçalo do Amarante;RN;Nordeste;estadual;2;9;1,09;33,22;720,1765;1,0;74,94;56,91;80,0;23,69;6,683;37,24;724,89;22,0;80,0;23;712;26;699,71;1;123207,0;21009,88;351,91;11,7216
2024;35277970;60028492;3525003;Jandira;SP;Sudeste;municipal;2;5;1,1;44,87;730,2764;1,5;87,33500000000001;50,54;80,0;5,67;5,019;51,91;740,39;15,0;80,0;40;912;14;697,5451144;1;121988,0;45472,56;6124,59;11,7117
2024;33139634;60024806;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;14;1,16;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;124;43411;687;641,26;1;6729894,0;62179,64;5265,81;15,7221
2024;35056905;60031362;3520400;Ilhabela;SP;Sudeste;municipal;2;11;1,2222222;44,16;729,8568;1,0;85,94;49,92;80,0;5,76;5,12;51,91;740,39;15,0;80,0;18;410;11;743,4608804;0;36329,0;408233,5;81,13;10,5004
2024;50023692;60039848;5004502;Itaporã;MS;Centro-Oeste;municipal;2;3;1,05;69,03;759,9415;2,5;89,16499999999999;70,79;80,0;1,76;1,567;47,45;735,95;18,0;80,0;109;243;5;759,14;0;25075,0;60843,63;15,79;10,1297
2024;31114366;60022217;3157708;Santa Juliana;MG;Sudeste;municipal;2;2;1,0;62,9;748,9472;2,5;95,36;65,71;80,0;2,81;2,443;59,81;751,71;8,0;80,0;51;210;4;783,42;0;16568,0;55050,28;15,66;9,7153
2024;41132941;60032711;4104808;Cascavel;PR;Sul;municipal;2;14;1,33;80,11;766,3159;4,5;84,675;80,0;80,0;-0,11;-0,016;73,12;757,21;2,0;80,0;123;3374;59;768,4;0;364104,0;52743,66;136,23;12,8052
2024;26019522;60012070;2606200;Goiana;PE;Nordeste;municipal;2;17;1,11;53,14;739,0293;1,5;87,92;57,59;80,0;4,45;3,837;58,95;747,45;9,0;80,0;64;702;24;710,47;1;85160,0;163147,29;150,72;11,3523
2024;35356777;60026588;3550308;São Paulo;SP;Sudeste;estadual;2;7;1,1428571;50,16;738,0494;0,5;84,24000000000001;44,37;80,0;-5,79;4,263;51,91;740,39;15,0;80,0;134;94373;1110;764,3993278;0;11895578,0;89682,49;7387,69;16,2917
2024;42019571;60035510;4218301;Três Barras;SC;Sul;municipal;2;11;1,49;49,8;734,8943;1,0;73,22;54,77;80,0;4,97;4,314;61,38;747,11;7,0;80,0;80;234;6;742,46;1;20373,0;101119,62;41,38;9,922
2024;42058548;60036207;4208104;Itaiópolis;SC;Sul;municipal;2;12;1,11;65,52;750,7749;2,5;79,95;67,88;80,0;2,36;2,069;61,38;747,11;7,0;80,0;30;247;10;731,37;1;22741,0;61767,82;15,67;10,032
2024;42056576;60035626;4205704;Garopaba;SC;Sul;municipal;2;21;1,18;70,59;759,0544;4,0;76,24;72,08;80,0;1,49;1,344;61,38;747,11;7,0;80,0;61;342;10;795,48;0;32962,0;30499,0;156,96;10,4031
2024;51011520;60040119;5102850;Castanheira;MT;Centro-Oeste;municipal;2;15;1,05;63,1;758,38;3,0;84,515;65,88;80,0;2,78;2,414;55,03;746,8;11,0;80,0;60;81;3;782,93;0;7459,0;35065,96;2,22;8,9173
2024;35003312;60028793;3501608;Americana;SP;Sudeste;municipal;2;3;1,1111111;58,55;748,3147;2,5;91,66499999999999;62,11;80,0;3,56;3,064;51,91;740,39;15,0;80,0;78;1516;28;696,4956701;1;246655,0;71357,02;1579,59;12,4157
2024;33009877;60025645;3301207;Carmo;RJ;Sudeste;municipal;2;19;1,36;43,6;728,8454;2,0;86,65;49,44;80,0;5,84;5,2;52,13;737,3;14,0;80,0;30;140;4;744,24;0;17740,0;37872,94;54,07;9,7836
2024;23042377;60008498;2307601;Limoeiro do Norte;CE;Nordeste;municipal;2;21;1,0;87,84;801,3648;5,0;91,66;80,0;80,0;-7,84;-1,12;84,46;795,68;1,0;80,0;29;524;16;773,17;0;62285,0;29767,44;74,84;11,0395
2024;42080905;60036127;4217501;Seara;SC;Sul;municipal;2;19;1,43;83,55;772,7912;4,5;83,85499999999999;80,0;80,0;-3,55;-0,507;61,38;747,11;7,0;80,0;38;239;7;752,26;0;19241,0;78304,04;54,19;9,8649
2024;23036405;60009227;2313401;Tianguá;CE;Nordeste;municipal;2;3;1,0;84,36;796,1294;5,0;96,13;80,0;80,0;-4,36;-0,623;84,46;795,68;1,0;80,0;45;1093;27;755,04;0;86137,0;26298,26;75,8;11,3637
2024;31053031;60020361;3131307;Ipatinga;MG;Sudeste;municipal;2;20;1,35;64,66;754,7389;3,5;88,455;67,17;80,0;2,51;2,191;59,81;751,71;8,0;80,0;67;1931;41;737,63;1;235445,0;71652,57;1452,34;12,3692
2024;33040606;60025283;3302403;Macaé;RJ;Sudeste;municipal;2;3;1,63;59,86;743,6507;2,0;78,08000000000001;63,19;80,0;3,33;2,877;52,13;737,3;14,0;80,0;149;2721;43;725,32;1;264138,0;84784,7;169,89;12,4842
2024;42028462;60034617;4204608;Criciúma;SC;Sul;municipal;2;5;1,18;59,07;745,4503;2,0;83,42500000000001;62,54;80,0;3,47;2,99;61,38;747,11;7,0;80,0;57;2022;56;797,36;0;225281,0;54774,03;816,15;12,3251
2024;26012391;60011965;2608800;Lajedo;PE;Nordeste;municipal;2;19;1,05;47,71;741,2816;1,5;93,325;52,98;80,0;5,27;4,613;58,95;747,45;9,0;80,0;19;407;12;759,93;0;41786,0;16906,79;193,7;10,6403
2024;25009817;60010430;2513968;São Domingos;PB;Nordeste;municipal;2;14;1,14;83,33;773,9744;3,5;91,37;80,0;80,0;-3,33;-0,476;51,12;741,6;16,0;80,0;22;22;1;767,06;0;2636,0;16717,75;16,88;7,8774
2024;29049012;60017099;2907103;Carinhanha;BA;Nordeste;municipal;2;2;1,0;28,55;718,6228;0,0;89,205;35,7;80,0;7,15;7,35;36,78;724,86;23,0;80,0;37;316;13;704,27;1;30375,0;12412,67;10,37;10,3214
2024;33131629;60024671;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;9;1,14;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;93;43411;687;779,85;0;6729894,0;62179,64;5265,81;15,7221
2024;31188522;60020812;3161106;São Francisco;MG;Sudeste;municipal;2;9;1,04;46,23;737,4676;1,5;91,075;51,71;80,0;5,48;4,824;59,81;751,71;8,0;80,0;68;612;19;767,57;0;54239,0;15842,64;16,27;10,9012
2024;33096681;60023659;3306305;Volta Redonda;RJ;Sudeste;municipal;2;3;1,32;60,12;744,2968;3,0;83,9;63,41;80,0;3,29;2,84;52,13;737,3;14,0;80,0;135;2463;42;767,84;0;279898,0;54689,98;1412,75;12,5422
2024;22032601;60006943;2211001;Teresina;PI;Nordeste;municipal;2;11;1,07;48,21;738,1982;1,5;91,265;53,41;80,0;5,2;4,541;52,48;744,66;12,0;80,0;120;6896;125;755,68;0;902644,0;32625,34;584,95;13,7131
2024;17016484;60004232;1718204;Porto Nacional;TO;Norte;municipal;2;11;1,14;56,8;748,9952;1,5;80,825;60,65;80,0;3,85;3,314;43,72;734,29;20,0;80,0;143;713;16;751,7;0;68555,0;46617,96;11,04;11,1354
2024;29158071;60017459;2922250;Muquém do São Francisco;BA;Nordeste;municipal;2;8;1,0;30,98;722,8737;0,0;92,065;38,02;80,0;7,04;7,003;36,78;724,86;23,0;80,0;37;118;6;741,49;1;10796,0;24725,55;2,82;9,287
2024;26023033;60012179;2604205;Catende;PE;Nordeste;municipal;2;8;1,2;44,6;738,4264;0,5;87,97;50,3;80,0;5,7;5,057;58,95;747,45;9,0;80,0;131;267;5;662,51;1;33279,0;11721,36;182,49;10,4127
2024;52025268;60041316;5208004;Formosa;GO;Centro-Oeste;municipal;2;7;1,29;63,28;749,1132;3,0;91,39;66,03;80,0;2,75;2,389;66,74;752,15;4,0;80,0;45;1171;34;787,91;0;120478,0;32522,44;17,22;11,6992
2024;43086230;60038568;4318309;São Gabriel;RS;Sul;municipal;2;20;1,2666667;61,13;746,6991;1,5;81,31;64,25;80,0;3,12;2,696;63,43;747,39;6,0;80,0;32;533;21;716,5341796;1;60102,0;44639,55;12,03;11,0038
2024;21011690;60006043;2102705;Cantanhede;MA;Nordeste;municipal;2;21;1,05;53,04;745,7131;3,0;93,215;57,5;80,0;4,46;3,851;56,43;749,92;10,0;80,0;39;208;8;773,29;0;24976,0;9339,89;26,45;10,1257
2024;33049976;60025292;3302858;Mesquita;RJ;Sudeste;municipal;2;20;1,28;37,82;724,3736;0,0;80,815;44,32;80,0;6,5;6,026;52,13;737,3;14,0;80,0;52;1227;18;726,39;1;178803,0;16940,47;4310,48;12,094
2024;41017383;60033547;4106902;Curitiba;PR;Sul;municipal;2;8;1,15;70,41;753,0573;3,5;80,41499999999999;71,93;80,0;1,52;1,37;73,12;757,21;2,0;80,0;50;12923;183;700,51;1;1829225,0;65637,24;4024,84;14,4194
2024;26048437;60012456;2611606;Recife;PE;Nordeste;municipal;2;5;1,0;62,39;749,1934;2,5;91,965;65,29;80,0;2,9;2,516;58,95;747,45;9,0;80,0;47;9918;200;694,09;1;1587707,0;41790,65;7037,61;14,2778
2024;33041495;60023346;3302403;Macaé;RJ;Sudeste;municipal;2;8;1,67;59,86;743,6507;2,0;78,08000000000001;63,19;80,0;3,33;2,877;52,13;737,3;14,0;80,0;137;2721;43;758,65;0;264138,0;84784,7;169,89;12,4842
2024;31176449;60021873;3144102;Muzambinho;MG;Sudeste;municipal;2;8;1,08;43,36;734,1866;2,5;90,30000000000001;49,23;80,0;5,87;5,234;59,81;751,71;8,0;80,0;66;181;6;691,98;1;22527,0;32975,23;49,84;10,0225
2024;35000834;60028383;3526001;Junqueirópolis;SP;Sudeste;municipal;2;16;1,0;76,94;776,0051;4,5;95,905;77,4;80,0;0,46;0,437;51,91;740,39;15,0;80,0;65;191;3;837,4989496;0;20878,0;45065,19;32,12;9,9465
2024;11008154;60000306;1101302;Mirante da Serra;RO;Norte;municipal;2;9;1,22;59,21;753,8327;3,0;85,945;62,66;80,0;3,45;2,97;64,6;759,44;5,0;80,0;67;130;3;797,23;0;9740,0;39032,75;9,97;9,1841
2024;43048470;60039330;4313300;Nova Prata;RS;Sul;municipal;2;1;1,1111111;78,78;763,6664;3,5;88,95;78,96;80,0;0,18;0,174;63,43;747,39;6,0;80,0;68;246;9;746,1791912;0;26587,0;58648,06;88,23;10,1882
2024;33041352;60023345;3302403;Macaé;RJ;Sudeste;municipal;2;14;1,08;59,86;743,6507;2,0;78,08000000000001;63,19;80,0;3,33;2,877;52,13;737,3;14,0;80,0;77;2721;43;773,83;0;264138,0;84784,7;169,89;12,4842
2024;41092599;60033233;4102901;Bituruna;PR;Sul;municipal;2;8;1,11;80,76;764,1367;4,5;86,055;80,0;80,0;-0,76;-0,109;73,12;757,21;2,0;80,0;42;229;7;753,26;0;15689,0;41836,76;13,07;9,6608
2024;28008957;60014067;2804201;Monte Alegre de Sergipe;SE;Nordeste;municipal;2;21;1,04;24,77;697,0917;0,0;93,05;31,99;80,0;7,22;7,89;31,3;713,13;24,0;80,0;125;169;4;660,51;1;14732,0;22889,02;33,45;9,5978
2024;35281341;60029103;3522505;Itapevi;SP;Sudeste;municipal;2;21;1,08;50,26;738,4813;2,0;91,93;55,16;80,0;4,9;4,249;51,91;740,39;15,0;80,0;64;3253;38;744,9041933;0;241924,0;64545,46;2415,79;12,3964
2024;43062517;60038009;4314902;Porto Alegre;RS;Sul;estadual;2;21;2,0;48,75;735,6054;;;;;;;63,43;747,39;6,0;80,0;23;7389;236;841,3466165;0;1389322,0;75391,65;2837,52;14,1443
2024;42043700;60035888;4208906;Jaraguá do Sul;SC;Sul;municipal;2;2;1,37;72,79;758,0717;4,0;79,6;73,91;80,0;1,12;1,03;61,38;747,11;7,0;80,0;34;1670;38;782,7;0;195753,0;79228,74;268,73;12,1846
2024;26006292;60012940;2612505;Santa Cruz do Capibaribe;PE;Nordeste;municipal;2;3;1,0;52,81;735,4564;2,0;90,39;57,31;80,0;4,5;3,884;58,95;747,45;9,0;80,0;82;1020;17;800,99;0;104277,0;20385,08;261,23;11,5548
2024;31031913;60020168;3119005;Cordislândia;MG;Sudeste;municipal;2;15;1,12;47,14;745,2467;2,5;90,08500000000001;52,49;80,0;5,35;4,694;59,81;751,71;8,0;80,0;34;34;1;724,92;1;3247,0;40402,53;19,13;8,0858
2024;15014467;60003397;1501303;Barcarena;PA;Norte;municipal;2;15;1,14;46,55;728,2796;0,5;82,18;51,99;80,0;5,44;4,779;48,38;733,29;17,0;80,0;61;1438;25;670,58;1;137331,0;66918,85;76,21;11,8302
2024;35228267;60026467;3555000;Tupã;SP;Sudeste;estadual;2;6;1,0;50,23;739,7778;2,0;93,805;55,08;80,0;4,85;4,253;51,91;740,39;15,0;80,0;70;536;11;738,8503708;1;65416,0;47821,66;100,99;11,0885
2024;35073846;60025914;3554003;Tatuí;SP;Sudeste;municipal;2;8;1,0384615;51,1;738,8865;2,0;93,35499999999999;55,87;80,0;4,77;4,129;51,91;740,39;15,0;80,0;126;1236;16;749,6677331;0;128560,0;52773,3;205,03;11,7642
2024;15053633;60001571;1505304;Oriximiná;PA;Norte;municipal;2;3;1,04;34,52;720,7808;0,0;78,48;41,32;80,0;6,8;6,497;48,38;733,29;17,0;80,0;82;734;13;699,61;1;72460,0;24005,13;0,58;11,1908
2024;15093300;60001988;1501402;Belém;PA;Norte;estadual;2;1;1,11;57,85;741,6816;1,0;74,905;53,42;80,0;-4,43;3,164;48,38;733,29;17,0;80,0;77;8616;173;764,17;0;1398531,0;28984,74;1315,27;14,1509
2024;35441874;60031686;3550308;São Paulo;SP;Sudeste;estadual;2;4;1,0;50,16;738,0494;0,5;84,24000000000001;44,37;80,0;-5,79;4,263;51,91;740,39;15,0;80,0;159;94373;1110;734,4692634;1;11895578,0;89682,49;7387,69;16,2917
2024;35289831;60026097;3529401;Mauá;SP;Sudeste;estadual;2;21;1,0;64,23;760,3227;1,0;80,75;51,29;80,0;-12,94;2,253;51,91;740,39;15,0;80,0;192;3825;39;773,9519322;0;429380,0;58225,19;6803,54;12,9701
2024;43034598;60037289;4309209;Gravataí;RS;Sul;municipal;2;18;1,3888889;63,64;744,9518;2,0;77,775;66,33;80,0;2,69;2,337;63,43;747,39;6,0;80,0;35;2356;69;767,8039963;0;275294,0;56468,93;551,58;12,5256
2024;25006031;60011354;2507507;João Pessoa;PB;Nordeste;municipal;2;1;1,33;46,71;736,0444;1,5;84,69;52,13;80,0;5,42;4,756;51,12;741,6;16,0;80,0;208;5447;100;725,48;1;888679,0;32004,95;3421,3;13,6975
2024;23011587;60009407;2313401;Tianguá;CE;Nordeste;municipal;2;10;1,09;84,36;796,1294;5,0;96,13;80,0;80,0;-4,36;-0,623;84,46;795,68;1,0;80,0;77;1093;27;831,25;0;86137,0;26298,26;75,8;11,3637
2024;15057477;60002565;1505536;Parauapebas;PA;Norte;municipal;2;12;1,45;54,32;736,3784;1,5;73,38499999999999;58,58;80,0;4,26;3,669;48,38;733,29;17,0;80,0;136;2854;33;762,05;0;298854,0;88407,94;22,12;12,6077
2024;26007609;60011831;2615409;Toritama;PE;Nordeste;municipal;2;3;1,22;50,21;734,8244;2,5;94,22999999999999;55,11;80,0;4,9;4,256;58,95;747,45;9,0;80,0;57;548;8;736,4;1;43636,0;18625,79;1383,21;10,6837
2024;15049425;60003429;1504901;Muaná;PA;Norte;municipal;2;3;1,0;36,17;722,9622;0,0;89,64;42,83;80,0;6,66;6,261;48,38;733,29;17,0;80,0;13;592;20;765,54;0;48955,0;9485,73;9,08;10,7987
2024;35037258;60026306;3552106;Socorro;SP;Sudeste;estadual;2;3;1,0;54,87;740,7798;2,0;88,36;55,63;80,0;0,76;3,59;51,91;740,39;15,0;80,0;31;247;6;802,3041858;0;41405,0;35003,04;81,7;10,6312
2024;33002592;60025724;3300209;Araruama;RJ;Sudeste;municipal;2;20;1,09;50,86;738,0834;2,0;78,965;55,66;80,0;4,8;4,163;52,13;737,3;14,0;80,0;89;1329;36;765,47;0;137773,0;95491,72;175,55;11,8334
2024;41001553;60031967;4101705;Araruna;PR;Sul;municipal;2;19;1,0;76,05;757,2276;4,0;90,095;76,65;80,0;0,6;0,564;73,12;757,21;2,0;80,0;82;173;3;698,84;1;14824,0;42552,35;27,21;9,6041
2024;35397970;60026494;3550308;São Paulo;SP;Sudeste;estadual;2;2;1,1153846;50,16;738,0494;0,5;84,24000000000001;44,37;80,0;-5,79;4,263;51,91;740,39;15,0;80,0;116;94373;1110;728,1788277;1;11895578,0;89682,49;7387,69;16,2917
2024;35298336;60030629;3530607;Mogi das Cruzes;SP;Sudeste;municipal;2;9;1,2692308;46,57;732,1471;1,0;90,29499999999999;52,01;80,0;5,44;4,776;51,91;740,39;15,0;80,0;66;4279;67;670,6264675;1;468120,0;55696,24;543,65;13,0565
2024;13012783;60000711;1302207;Juruá;AM;Norte;estadual;2;9;1,32;56,11;743,1021;1,0;88,17500000000001;46,8;80,0;-9,31;3,413;52,2;736,47;13,0;80,0;86;137;2;779,34;0;11152,0;13266,68;0,56;9,3195
2024;31090814;60022029;3145208;Nova Serrana;MG;Sudeste;municipal;2;3;1,0;54,95;746,3576;3,0;94,525;59,11;80,0;4,16;3,579;59,81;751,71;8,0;80,0;95;1397;22;763,48;0;112910,0;34862,79;261,0;11,6344
2024;29002386;60015599;2900702;Alagoinhas;BA;Nordeste;municipal;2;14;1,0;33,57;721,9653;0,0;88,14500000000001;40,44;80,0;6,87;6,633;36,78;724,86;23,0;80,0;28;988;35;756,29;0;160662,0;35510,74;188,66;11,9871
2024;29203331;60016065;2927408;Salvador;BA;Nordeste;municipal;2;5;1,0;39,16;726,7501;0,0;85,995;45,52;80,0;6,36;5,834;36,78;724,86;23,0;80,0;57;12158;264;666,45;1;2568928,0;29856,34;3859,35;14,759
2024;29086755;60017054;2911808;Guaratinga;BA;Nordeste;municipal;2;13;1,0;22,69;714,8869;0,0;82,41499999999999;29,89;80,0;7,2;8,187;36,78;724,86;23,0;80,0;21;159;5;674,43;1;19490,0;16359,0;9,53;9,8777
2024;23056187;60008813;2307304;Juazeiro do Norte;CE;Nordeste;municipal;2;10;1,0;60,56;756,6707;2,5;96,15;63,78;80,0;3,22;2,777;84,46;795,68;1,0;80,0;113;2361;42;753,21;0;303004,0;21311,74;1006,91;12,6215
2024;51041779;60040676;5103403;Cuiabá;MT;Centro-Oeste;municipal;2;7;1,3;53,94;744,14;1,5;83,12;58,26;80,0;4,32;3,723;55,03;746,8;11,0;80,0;58;5876;76;686,04;1;682932,0;57181,03;163,88;13,4342
2024;41124348;60033701;4125506;São José dos Pinhais;PR;Sul;municipal;2;12;1,15;67,19;748,7592;3,0;81,16499999999999;69,26;80,0;2,07;1,83;73,12;757,21;2,0;80,0;97;3798;57;764,75;0;345644,0;98245,49;279,16;12,7532
2024;32045060;60022711;3205309;Vitória;ES;Sudeste;municipal;2;6;1,14;65,88;751,3438;3,5;91,175;68,18;80,0;2,3;2,017;67,93;753,72;3,0;80,0;44;2698;53;779,87;0;342800,0;82431,76;3327,73;12,7449
2024;51034076;60040851;5107875;Sapezal;MT;Centro-Oeste;municipal;2;19;1,17;69,76;762,99;4,0;82,065;71,39;80,0;1,63;1,463;55,03;746,8;11,0;80,0;132;398;3;775,95;0;31499,0;203506,37;1,33;10,3577
2024;52024228;60041881;5205109;Catalão;GO;Centro-Oeste;municipal;2;2;1,24;64,88;749,3936;3,5;85,675;67,35;80,0;2,47;2,16;66,74;752,15;4,0;80,0;62;951;17;720,73;1;120789,0;85653,44;22,67;11,7018
2024;22028278;60007030;2207801;Paulistana;PI;Nordeste;municipal;2;20;1,0;45,07;733,8992;1,5;95,78;50,71;80,0;5,64;4,99;52,48;744,66;12,0;80,0;26;236;10;790,12;0;21601,0;16629,55;10,04;9,9805
2024;29048114;60017477;2906907;Caravelas;BA;Nordeste;municipal;2;9;1,0;40,91;728,5295;1,0;89,32;47,08;80,0;6,17;5,584;36,78;724,86;23,0;80,0;32;225;8;688,71;1;21229,0;19469,55;8,95;9,9632
2024;29161907;60017386;2923001;Nova Viçosa;BA;Nordeste;municipal;2;11;1,0;56,37;743,7275;1,0;90,21000000000001;60,29;80,0;3,92;3,376;36,78;724,86;23,0;80,0;24;481;11;657,85;1;41551,0;16840,61;29,15;10,6347
2024;32033767;60022922;3200805;Baixo Guandu;ES;Sudeste;municipal;2;3;1,2;68,83;754,4933;3,5;87,05;70,62;80,0;1,79;1,596;67,93;753,72;3,0;80,0;20;275;12;733,45;1;32694,0;27852,54;31,68;10,395
