ano;id_aluno;id_escola;id_municipio;nome_municipio;sigla_uf;regiao;rede;serie;caderno;peso_aluno;mun_ctx_taxa_alfabetizacao;mun_ctx_media_portugues;mun_ctx_nivel_alfabetizacao;mun_ctx_percentual_participacao;mun_meta_2024;mun_meta_2030;mun_gap_projetado;mun_esforco_anual_requerido;uf_ctx_taxa_alfabetizacao;uf_ctx_media_portugues;uf_ctx_ranking_nacional;uf_meta_2030;escola_n_alunos_avaliados;mun_n_alunos_avaliados;mun_n_escolas;proficiencia;nao_alfabetizado;ibge_populacao;ibge_pib_per_capita;ibge_densidade_demografica;ibge_log_populacao
2024;33124989;60024870;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;16;1,03;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;88;43411;687;779,1;0;6729894,0;62179,64;5265,81;15,7221
2024;33125029;60024870;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;8;1,1;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;88;43411;687;767,84;0;6729894,0;62179,64;5265,81;15,7221
2024;33125226;60025678;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;14;1,0;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;113;43411;687;708,24;1;6729894,0;62179,64;5265,81;15,7221
2024;33125295;60024995;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;7;1,15;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;205;43411;687;682,87;1;6729894,0;62179,64;5265,81;15,7221
2024;33125545;60024881;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;15;1,03;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;32;43411;687;740,91;1;6729894,0;62179,64;5265,81;15,7221
2024;33125751;60025364;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;3;1,03;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;75;43411;687;742,68;1;6729894,0;62179,64;5265,81;15,7221
2024;33126002;60025569;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;17;1,15;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;141;43411;687;802,81;0;6729894,0;62179,64;5265,81;15,7221
2024;33126630;60024905;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;3;1,24;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;50;43411;687;742,82;1;6729894,0;62179,64;5265,81;15,7221
2024;33126854;60024884;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;20;1,1;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;56;43411;687;734,76;1;6729894,0;62179,64;5265,81;15,7221
2024;33126995;60024892;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;2;1,16;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;81;43411;687;723,01;1;6729894,0;62179,64;5265,81;15,7221
2024;33127127;60024882;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;9;1,24;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;100;43411;687;700,27;1;6729894,0;62179,64;5265,81;15,7221
2024;33127374;60024880;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;20;1,15;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;49;43411;687;741,69;1;6729894,0;62179,64;5265,81;15,7221
2024;33127870;60025605;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;14;1,07;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;114;43411;687;746,22;0;6729894,0;62179,64;5265,81;15,7221
2024;33128421;60024935;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;4;1,04;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;103;43411;687;768,16;0;6729894,0;62179,64;5265,81;15,7221
2024;33129184;60024871;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;20;1,15;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;158;43411;687;741,51;1;6729894,0;62179,64;5265,81;15,7221
2024;33129344;60024908;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;6;1,04;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;87;43411;687;773,82;0;6729894,0;62179,64;5265,81;15,7221
2024;33129398;60024908;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;8;1,03;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;87;43411;687;777,79;0;6729894,0;62179,64;5265,81;15,7221
2024;33129939;60024875;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;17;1,11;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;55;43411;687;839,46;0;6729894,0;62179,64;5265,81;15,7221
2024;33129968;60024875;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;6;1,11;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;55;43411;687;758,51;0;6729894,0;62179,64;5265,81;15,7221
2024;33130127;60024901;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;19;1,15;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;150;43411;687;736,46;1;6729894,0;62179,64;5265,81;15,7221
2024;33149545;60024209;3302502;Magé;RJ;Sudeste;municipal;2;21;1,07;46,26;732,4963;1,0;84,245;51,74;80,0;5,48;4,82;52,13;737,3;14,0;80,0;79;2969;62;730,85;1;244092,0;21718,91;585,13;12,4053
2024;33131132;60024684;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;5;1,13;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;156;43411;687;644,42;1;6729894,0;62179,64;5265,81;15,7221
2024;33131499;60025106;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;3;1,13;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;89;43411;687;748,34;0;6729894,0;62179,64;5265,81;15,7221
2024;33131797;60024670;3304557;Rio de Janeiro;RJ;Sudeste;municipal;2;2;1,16;56,19;741,2373;2,5;84,625;60,14;80,0;3,95;3,401;52,13;737,3;14,0;80,0;105;43411;687;750,55;0;6729894,0;62179,64;5265,81;15,7221
