id_municipio,nome_municipio,sigla_uf,regiao,rede,ctx_taxa,meta_2024,gap_projetado,taxa_observada,meta_do_ano,nao_atingiu_meta,prob_nao_atingir_meta,faixa_risco,particao,n_alunos_avaliados,ibge_populacao,ibge_pib_per_capita
4305108,Caxias do Sul,RS,Sul,municipal,69.15,70.89,1.74,43.2,70.89,1,0.9979,critico,treino,2893.0,479256.0,78998.7
4311403,Lajeado,RS,Sul,publica,72.19,75.49,3.3,48.2,75.49,1,0.9976,critico,treino,,96651.0,69375.66
4318804,São Lourenço do Sul,RS,Sul,estadual,61.81,79.22,17.41,51.6,79.22,1,0.9975,critico,treino,65.0,43283.0,39729.13
4305108,Caxias do Sul,RS,Sul,publica,67.47,70.89,3.42,43.6,70.89,1,0.9974,critico,teste,,479256.0,78998.7
4310108,Igrejinha,RS,Sul,publica,77.71,80.0,2.29,47.7,80.0,1,0.9974,critico,treino,,34763.0,76406.73
4310108,Igrejinha,RS,Sul,estadual,62.15,80.0,17.85,34.0,80.0,1,0.9973,critico,treino,41.0,34763.0,76406.73
4302105,Bento Gonçalves,RS,Sul,estadual,66.19,77.77,11.58,44.3,77.77,1,0.9973,critico,treino,301.0,127775.0,70926.22
4306403,Dois Irmãos,RS,Sul,publica,79.87,78.68,-1.19,57.8,78.68,1,0.9972,critico,treino,,31769.0,83084.86
4318408,São Jerônimo,RS,Sul,publica,76.2,80.0,3.8,60.5,80.0,1,0.9971,critico,treino,,21421.0,33251.39
4310207,Ijuí,RS,Sul,publica,72.06,77.0,4.94,56.1,77.0,1,0.997,critico,treino,,87775.0,69555.61
4310108,Igrejinha,RS,Sul,municipal,80.14,80.0,-0.14,49.6,80.0,1,0.997,critico,treino,334.0,34763.0,76406.73
4310801,Ivoti,RS,Sul,publica,77.4,77.79,0.39,56.9,77.79,1,0.9967,critico,treino,,23533.0,65392.34
4311403,Lajeado,RS,Sul,estadual,63.66,75.49,11.83,50.7,75.49,1,0.9967,critico,treino,154.0,96651.0,69375.66
4304408,Canela,RS,Sul,publica,76.13,78.87,2.74,46.8,78.87,1,0.9967,critico,treino,,50613.0,38719.68
4309100,Gramado,RS,Sul,estadual,77.39,79.21,1.82,78.3,79.21,1,0.9967,critico,treino,42.0,41621.0,85673.82
4309100,Gramado,RS,Sul,publica,78.92,79.21,0.29,57.5,79.21,1,0.9967,critico,treino,,41621.0,85673.82
4304408,Canela,RS,Sul,estadual,72.11,78.87,6.76,55.4,78.87,1,0.9967,critico,treino,177.0,50613.0,38719.68
4322202,Tupanciretã,RS,Sul,estadual,62.08,73.19,11.11,41.2,73.19,1,0.9966,critico,teste,87.0,20345.0,62681.45
4317806,Santo Augusto,RS,Sul,estadual,70.78,78.05,7.27,59.1,78.05,1,0.9966,critico,treino,66.0,14196.0,51313.75
4315701,Rio Pardo,RS,Sul,publica,66.31,74.39,8.08,60.9,74.39,1,0.9965,critico,treino,,35666.0,34991.84
4320701,Sobradinho,RS,Sul,publica,79.55,80.0,0.45,63.8,80.0,1,0.9965,critico,teste,,14512.0,36055.68
4307500,Espumoso,RS,Sul,publica,69.18,80.0,10.82,50.3,80.0,1,0.9965,critico,treino,,15478.0,55662.1
4310207,Ijuí,RS,Sul,estadual,65.88,77.0,11.12,46.9,77.0,1,0.9965,critico,treino,291.0,87775.0,69555.61
4302105,Bento Gonçalves,RS,Sul,municipal,77.38,77.77,0.39,50.8,77.77,1,0.9965,critico,teste,732.0,127775.0,70926.22
4307500,Espumoso,RS,Sul,estadual,64.73,80.0,15.27,53.3,80.0,1,0.9963,critico,treino,111.0,15478.0,55662.1
4313508,Osório,RS,Sul,estadual,54.9,69.76,14.86,37.0,69.76,1,0.9963,critico,treino,136.0,48929.0,43776.7
4303905,Campo Bom,RS,Sul,publica,77.45,77.73,0.28,45.9,77.73,1,0.9963,critico,treino,,64704.0,69991.92
4314506,Pinheiro Machado,RS,Sul,publica,66.15,69.19,3.04,45.7,69.19,1,0.9963,critico,treino,,11409.0,31369.62
4303905,Campo Bom,RS,Sul,municipal,77.34,77.73,0.39,45.4,77.73,1,0.9962,critico,treino,585.0,64704.0,69991.92
4306403,Dois Irmãos,RS,Sul,municipal,78.45,78.68,0.23,56.9,78.68,1,0.9962,critico,treino,271.0,31769.0,83084.86
4313508,Osório,RS,Sul,publica,63.66,69.76,6.1,42.3,69.76,1,0.9962,critico,teste,,48929.0,43776.7
4304200,Candelária,RS,Sul,publica,75.15,76.07,0.92,53.0,76.07,1,0.9961,critico,treino,,29783.0,41455.76
4304200,Candelária,RS,Sul,municipal,75.36,76.07,0.71,53.2,76.07,1,0.9961,critico,treino,183.0,29783.0,41455.76
4320701,Sobradinho,RS,Sul,municipal,82.34,80.0,-2.34,70.8,80.0,1,0.996,critico,treino,66.0,14512.0,36055.68
4319604,São Sepé,RS,Sul,publica,76.88,80.0,3.12,51.9,80.0,1,0.996,critico,teste,,21575.0,49108.18
4317301,Santa Vitória do Palmar,RS,Sul,estadual,48.97,59.99,11.02,47.2,59.99,1,0.9959,critico,treino,86.0,31961.0,62286.51
4314506,Pinheiro Machado,RS,Sul,municipal,67.1,69.19,2.09,50.2,69.19,1,0.9959,critico,treino,58.0,11409.0,31369.62
4310801,Ivoti,RS,Sul,municipal,77.4,77.79,0.39,56.9,77.79,1,0.9959,critico,teste,226.0,23533.0,65392.34
4307807,Estrela,RS,Sul,publica,65.36,69.6,4.24,50.4,69.6,1,0.9959,critico,treino,,33243.0,71501.16
4322202,Tupanciretã,RS,Sul,municipal,71.92,73.19,1.27,44.4,73.19,1,0.9958,critico,treino,90.0,20345.0,62681.45
4307609,Estância Velha,RS,Sul,publica,67.66,69.31,1.65,43.4,69.31,1,0.9958,critico,treino,,49440.0,46707.04
4321808,Três de Maio,RS,Sul,estadual,60.51,79.17,18.66,55.2,79.17,1,0.9956,critico,teste,47.0,25452.0,59919.93
4307807,Estrela,RS,Sul,estadual,56.33,69.6,13.27,54.8,69.6,1,0.9955,critico,treino,49.0,33243.0,71501.16
4304408,Canela,RS,Sul,municipal,78.68,78.87,0.19,42.2,78.87,1,0.9955,critico,treino,288.0,50613.0,38719.68
4316907,Santa Maria,RS,Sul,estadual,63.9,67.72,3.82,41.4,67.72,1,0.9954,critico,teste,569.0,282244.0,38732.53
4309100,Gramado,RS,Sul,municipal,79.08,79.21,0.13,55.3,79.21,1,0.9954,critico,treino,400.0,41621.0,85673.82
4317400,Santiago,RS,Sul,estadual,62.44,73.95,11.51,58.5,73.95,1,0.9954,critico,treino,139.0,50331.0,36988.95
4308102,Feliz,RS,Sul,municipal,72.78,73.9,1.12,51.1,73.9,1,0.9954,critico,teste,71.0,13979.0,48399.81
4318903,São Luiz Gonzaga,RS,Sul,publica,79.22,80.0,0.78,49.3,80.0,1,0.9953,critico,treino,,35858.0,47771.49
4302352,Bom Princípio,RS,Sul,estadual,76.24,74.68,-1.56,35.0,74.68,1,0.9953,critico,treino,39.0,13650.0,69671.72
4322202,Tupanciretã,RS,Sul,publica,68.26,73.19,4.93,42.9,73.19,1,0.9953,critico,treino,,20345.0,62681.45
4317608,Santo Antônio da Patrulha,RS,Sul,estadual,71.36,77.72,6.36,54.8,77.72,1,0.9952,critico,treino,122.0,44393.0,49080.51
4321402,Tenente Portela,RS,Sul,municipal,67.61,69.61,2.0,65.0,69.61,1,0.9952,critico,treino,87.0,14811.0,41517.39
4319604,São Sepé,RS,Sul,municipal,82.29,80.0,-2.29,49.7,80.0,1,0.9952,critico,treino,112.0,21575.0,49108.18
4301206,Arroio do Tigre,RS,Sul,municipal,80.42,80.0,-0.42,64.7,80.0,1,0.9952,critico,treino,55.0,12296.0,38446.57
4317400,Santiago,RS,Sul,publica,68.9,73.95,5.05,60.2,73.95,1,0.9951,critico,treino,,50331.0,36988.95
4313805,Palmitinho,RS,Sul,estadual,61.52,80.0,18.48,77.8,80.0,1,0.995,critico,treino,36.0,8032.0,33033.49
4313201,Nova Petrópolis,RS,Sul,estadual,84.69,80.0,-4.69,60.8,80.0,1,0.995,critico,treino,112.0,23889.0,46197.75
4317905,Santo Cristo,RS,Sul,municipal,76.02,76.62,0.6,60.5,76.62,1,0.995,critico,treino,106.0,15656.0,48966.27
4304689,Capela de Santana,RS,Sul,publica,67.11,69.65,2.54,54.3,69.65,1,0.995,critico,treino,,11416.0,27675.81
4320909,Tapejara,RS,Sul,publica,71.12,71.34,0.22,47.3,71.34,1,0.9949,critico,treino,,25201.0,74223.13
4302105,Bento Gonçalves,RS,Sul,publica,74.0,77.77,3.77,49.0,77.77,1,0.9949,critico,treino,,127775.0,70926.22
4318903,São Luiz Gonzaga,RS,Sul,estadual,78.2,80.0,1.8,55.5,80.0,1,0.9949,critico,treino,199.0,35858.0,47771.49
4308102,Feliz,RS,Sul,estadual,72.95,73.9,0.95,39.9,73.9,1,0.9949,critico,teste,60.0,13979.0,48399.81
4309209,Gravataí,RS,Sul,publica,62.99,66.33,3.34,40.5,66.33,1,0.9949,critico,treino,,275294.0,56468.93
4308102,Feliz,RS,Sul,publica,72.83,73.9,1.07,46.1,73.9,1,0.9948,critico,treino,,13979.0,48399.81
4317103,Sant'Ana do Livramento,RS,Sul,municipal,49.75,54.72,4.97,44.5,54.72,1,0.9948,critico,treino,184.0,87296.0,36010.97
4318200,São Francisco de Paula,RS,Sul,publica,62.28,60.65,-1.63,44.0,60.65,1,0.9948,critico,treino,,22373.0,53729.14
4317509,Santo Ângelo,RS,Sul,publica,63.45,66.92,3.47,42.8,66.92,1,0.9948,critico,teste,,79130.0,42712.22
4322608,Venâncio Aires,RS,Sul,publica,76.1,78.41,2.31,61.1,78.41,1,0.9947,critico,teste,,70805.0,66141.29
4303103,Cachoeirinha,RS,Sul,publica,59.56,61.68,2.12,40.5,61.68,1,0.9947,critico,treino,,141303.0,55071.9
4319000,São Marcos,RS,Sul,estadual,81.28,80.0,-1.28,56.4,80.0,1,0.9947,critico,treino,53.0,21537.0,69125.55
4302402,Bom Retiro do Sul,RS,Sul,municipal,78.19,78.46,0.27,64.6,78.46,1,0.9947,critico,treino,115.0,12578.0,40525.12
4307807,Estrela,RS,Sul,municipal,67.6,69.6,2.0,49.4,69.6,1,0.9947,critico,treino,211.0,33243.0,71501.16
4310207,Ijuí,RS,Sul,municipal,76.47,77.0,0.53,61.9,77.0,1,0.9946,critico,teste,476.0,87775.0,69555.61
4318408,São Jerônimo,RS,Sul,estadual,73.97,80.0,6.03,56.7,80.0,1,0.9946,critico,treino,101.0,21421.0,33251.39
4317509,Santo Ângelo,RS,Sul,estadual,62.49,66.92,4.43,44.1,66.92,1,0.9946,critico,teste,311.0,79130.0,42712.22
4313060,Nova Hartz,RS,Sul,municipal,72.08,73.32,1.24,45.3,73.32,1,0.9946,critico,teste,228.0,20539.0,51334.63
4309605,Horizontina,RS,Sul,publica,71.23,72.61,1.38,57.2,72.61,1,0.9946,critico,treino,,19246.0,94983.37
4318200,São Francisco de Paula,RS,Sul,municipal,56.8,60.65,3.85,37.7,60.65,1,0.9945,critico,treino,100.0,22373.0,53729.14
4306007,Crissiumal,RS,Sul,municipal,73.17,74.23,1.06,57.4,74.23,1,0.9944,critico,treino,116.0,13127.0,38139.71
4306007,Crissiumal,RS,Sul,publica,73.17,74.23,1.06,57.4,74.23,1,0.9944,critico,teste,,13127.0,38139.71
4313060,Nova Hartz,RS,Sul,publica,73.14,73.32,0.18,45.1,73.32,1,0.9944,critico,teste,,20539.0,51334.63
4314498,Pinheirinho do Vale,RS,Sul,publica,66.19,80.0,13.81,74.2,80.0,1,0.9943,critico,treino,,4637.0,30314.0
4318903,São Luiz Gonzaga,RS,Sul,municipal,80.28,80.0,-0.28,42.3,80.0,1,0.9943,critico,treino,169.0,35858.0,47771.49
4301909,Barra do Ribeiro,RS,Sul,municipal,68.6,70.43,1.83,43.6,70.43,1,0.9943,critico,treino,52.0,12475.0,46577.47
4322707,Vera Cruz,RS,Sul,municipal,66.46,68.66,2.2,41.9,68.66,1,0.9943,critico,teste,164.0,27638.0,40767.64
4320701,Sobradinho,RS,Sul,estadual,74.97,80.0,5.03,55.0,80.0,1,0.9942,critico,treino,54.0,14512.0,36055.68
4322608,Venâncio Aires,RS,Sul,municipal,78.14,78.41,0.27,59.2,78.41,1,0.9942,critico,treino,265.0,70805.0,66141.29
4306908,Encruzilhada do Sul,RS,Sul,municipal,63.87,66.52,2.65,39.4,66.52,1,0.9942,critico,treino,101.0,24280.0,48992.09
4317202,Santa Rosa,RS,Sul,publica,70.13,73.6,3.47,51.2,73.6,1,0.9941,critico,teste,,79395.0,57060.97
4322806,Veranópolis,RS,Sul,publica,77.14,77.57,0.43,57.0,77.57,1,0.9941,critico,teste,,24540.0,97612.75
4307906,Farroupilha,RS,Sul,estadual,81.85,80.0,-1.85,52.8,80.0,1,0.9941,critico,teste,149.0,72477.0,68444.07
4321204,Taquara,RS,Sul,estadual,52.99,66.57,13.58,45.8,66.57,1,0.9941,critico,teste,157.0,54360.0,33402.78
4319125,São Martinho da Serra,RS,Sul,publica,66.45,77.0,10.55,35.7,77.0,1,0.9941,critico,treino,,2911.0,72555.82
4305108,Caxias do Sul,RS,Sul,estadual,60.82,70.89,10.07,45.2,70.89,1,0.9941,critico,treino,771.0,479256.0,78998.7
4309605,Horizontina,RS,Sul,municipal,71.23,72.61,1.38,57.2,72.61,1,0.994,critico,treino,187.0,19246.0,94983.37
4320800,Soledade,RS,Sul,estadual,56.73,68.48,11.75,63.7,68.48,1,0.994,critico,treino,182.0,30936.0,42437.35
4302238,Boa Vista do Incra,RS,Sul,publica,71.3,72.67,1.37,26.6,72.67,1,0.994,critico,teste,,2315.0,85096.33
4319604,São Sepé,RS,Sul,estadual,61.67,80.0,18.33,59.7,80.0,1,0.994,critico,treino,32.0,21575.0,49108.18
4319158,São Miguel das Missões,RS,Sul,municipal,76.3,76.86,0.56,47.5,76.86,1,0.9939,critico,treino,61.0,7196.0,71870.76
4319158,São Miguel das Missões,RS,Sul,publica,76.34,76.86,0.52,50.7,76.86,1,0.9939,critico,treino,,7196.0,71870.76
4317806,Santo Augusto,RS,Sul,municipal,77.71,78.05,0.34,69.9,78.05,1,0.9939,critico,treino,81.0,14196.0,51313.75
4305355,Charqueadas,RS,Sul,publica,64.97,66.43,1.46,51.4,66.43,1,0.9939,critico,treino,,36109.0,51439.25
4317301,Santa Vitória do Palmar,RS,Sul,publica,53.75,59.99,6.24,46.0,59.99,1,0.9939,critico,teste,,31961.0,62286.51
4308607,Garibaldi,RS,Sul,publica,77.86,75.26,-2.6,58.0,75.26,1,0.9939,critico,treino,,35522.0,100372.78
4319406,São Pedro do Sul,RS,Sul,municipal,77.14,77.57,0.43,61.6,77.57,1,0.9939,critico,treino,76.0,15870.0,31871.64
4306908,Encruzilhada do Sul,RS,Sul,publica,69.85,66.52,-3.33,50.5,66.52,1,0.9939,critico,teste,,24280.0,48992.09
4305355,Charqueadas,RS,Sul,estadual,68.51,66.43,-2.08,51.4,66.43,1,0.9939,critico,teste,76.0,36109.0,51439.25
4317509,Santo Ângelo,RS,Sul,municipal,64.36,66.92,2.56,41.5,66.92,1,0.9939,critico,treino,301.0,79130.0,42712.22
4304804,Carlos Barbosa,RS,Sul,publica,68.25,69.44,1.19,62.5,69.44,1,0.9937,critico,treino,,31528.0,121006.09
4301909,Barra do Ribeiro,RS,Sul,publica,67.68,70.43,2.75,31.6,70.43,1,0.9937,critico,treino,,12475.0,46577.47
4316907,Santa Maria,RS,Sul,publica,64.84,67.72,2.88,40.3,67.72,1,0.9937,critico,treino,,282244.0,38732.53
4321402,Tenente Portela,RS,Sul,publica,70.53,69.61,-0.92,62.2,69.61,1,0.9936,critico,treino,,14811.0,41517.39
4301057,Arroio do Sal,RS,Sul,publica,67.46,69.49,2.03,46.5,69.49,1,0.9935,critico,treino,,11384.0,31068.78
4315701,Rio Pardo,RS,Sul,estadual,65.0,74.39,9.39,60.2,74.39,1,0.9935,critico,treino,239.0,35666.0,34991.84
4301057,Arroio do Sal,RS,Sul,municipal,67.46,69.49,2.03,46.5,69.49,1,0.9935,critico,treino,136.0,11384.0,31068.78
4304689,Capela de Santana,RS,Sul,municipal,67.66,69.65,1.99,54.3,69.65,1,0.9935,critico,treino,85.0,11416.0,27675.81
4320107,Sarandi,RS,Sul,municipal,71.47,72.81,1.34,47.7,72.81,1,0.9935,critico,treino,160.0,23356.0,61126.09
4321667,Três Cachoeiras,RS,Sul,estadual,84.02,80.0,-4.02,53.6,80.0,1,0.9935,critico,treino,61.0,11216.0,33236.72
4302303,Bom Jesus,RS,Sul,municipal,72.59,73.75,1.16,40.2,73.75,1,0.9935,critico,treino,55.0,11431.0,51911.73
4307906,Farroupilha,RS,Sul,municipal,83.04,80.0,-3.04,56.7,80.0,1,0.9934,critico,teste,554.0,72477.0,68444.07
4322707,Vera Cruz,RS,Sul,publica,70.46,68.66,-1.8,44.5,68.66,1,0.9934,critico,teste,,27638.0,40767.64
4305207,Cerro Largo,RS,Sul,publica,76.23,75.82,-0.41,49.2,75.82,1,0.9934,critico,treino,,14009.0,57606.32
4320909,Tapejara,RS,Sul,municipal,69.7,71.34,1.64,46.2,71.34,1,0.9934,critico,treino,289.0,25201.0,74223.13
4313409,Novo Hamburgo,RS,Sul,estadual,67.38,65.27,-2.11,57.4,65.27,1,0.9934,critico,treino,83.0,235879.0,50604.68
4301602,Bagé,RS,Sul,publica,59.6,64.98,5.38,43.3,64.98,1,0.9934,critico,teste,,121900.0,36216.31
4300877,Araricá,RS,Sul,publica,75.69,76.34,0.65,43.5,76.34,1,0.9933,critico,teste,,8794.0,36724.47
4323002,Viamão,RS,Sul,estadual,54.65,62.36,7.71,24.2,62.36,1,0.9933,critico,treino,334.0,232113.0,23890.02
4317301,Santa Vitória do Palmar,RS,Sul,municipal,56.01,59.99,3.98,45.4,59.99,1,0.9933,critico,teste,167.0,31961.0,62286.51
4301602,Bagé,RS,Sul,estadual,54.08,64.98,10.9,36.6,64.98,1,0.9933,critico,treino,294.0,121900.0,36216.31
4300877,Araricá,RS,Sul,municipal,75.69,76.34,0.65,43.5,76.34,1,0.9933,critico,treino,99.0,8794.0,36724.47
4322806,Veranópolis,RS,Sul,municipal,77.14,77.57,0.43,57.0,77.57,1,0.9932,critico,teste,206.0,24540.0,97612.75
4312401,Montenegro,RS,Sul,publica,64.42,68.22,3.8,43.0,68.22,1,0.9932,critico,treino,,66295.0,79333.84
4311304,Lagoa Vermelha,RS,Sul,municipal,61.02,64.16,3.14,54.6,64.16,1,0.9932,critico,teste,99.0,28617.0,56196.07
4304804,Carlos Barbosa,RS,Sul,estadual,70.25,69.44,-0.81,57.5,69.44,1,0.9932,critico,treino,81.0,31528.0,121006.09
4321501,Torres,RS,Sul,publica,64.71,65.68,0.97,47.9,65.68,1,0.9932,critico,teste,,43268.0,42422.32
4309209,Gravataí,RS,Sul,estadual,58.58,66.33,7.75,37.3,66.33,1,0.9932,critico,treino,335.0,275294.0,56468.93
4312658,Não-Me-Toque,RS,Sul,municipal,66.12,68.38,2.26,58.2,68.38,1,0.9932,critico,treino,120.0,18314.0,161185.98
4317905,Santo Cristo,RS,Sul,publica,76.67,76.62,-0.05,59.8,76.62,1,0.9931,critico,treino,,15656.0,48966.27
4305355,Charqueadas,RS,Sul,municipal,63.76,66.43,2.67,51.3,66.43,1,0.9931,critico,treino,246.0,36109.0,51439.25
4323804,Xangri-lá,RS,Sul,publica,56.84,60.68,3.84,37.9,60.68,1,0.993,critico,treino,,16907.0,54102.09
4323804,Xangri-lá,RS,Sul,municipal,56.84,60.68,3.84,37.9,60.68,1,0.993,critico,treino,204.0,16907.0,54102.09
4307708,Esteio,RS,Sul,publica,61.82,66.11,4.29,46.6,66.11,1,0.993,critico,treino,,78181.0,51145.25
4316907,Santa Maria,RS,Sul,municipal,65.32,67.72,2.4,39.7,67.72,1,0.993,critico,treino,1117.0,282244.0,38732.53
4304507,Canguçu,RS,Sul,municipal,79.7,79.74,0.04,51.7,79.74,1,0.993,critico,treino,261.0,50998.0,35796.07
4317608,Santo Antônio da Patrulha,RS,Sul,municipal,77.32,77.72,0.4,61.7,77.72,1,0.9929,critico,teste,175.0,44393.0,49080.51
4321907,Três Passos,RS,Sul,publica,82.1,80.0,-2.1,56.9,80.0,1,0.9929,critico,treino,,26284.0,46721.66
4313508,Osório,RS,Sul,municipal,67.79,69.76,1.97,44.5,69.76,1,0.9929,critico,treino,329.0,48929.0,43776.7
4313409,Novo Hamburgo,RS,Sul,publica,62.48,65.27,2.79,37.0,65.27,1,0.9929,critico,teste,,235879.0,50604.68
4305207,Cerro Largo,RS,Sul,municipal,75.07,75.82,0.75,54.0,75.82,1,0.9928,critico,treino,91.0,14009.0,57606.32
4319901,Sapiranga,RS,Sul,publica,69.82,73.9,4.08,43.8,73.9,1,0.9928,critico,treino,,77898.0,60002.23
4307906,Farroupilha,RS,Sul,publica,82.8,80.0,-2.8,55.9,80.0,1,0.9928,critico,treino,,72477.0,68444.07
4313904,Panambi,RS,Sul,municipal,75.28,76.0,0.72,51.2,76.0,1,0.9928,critico,treino,323.0,45042.0,89055.02
4316808,Santa Cruz do Sul,RS,Sul,municipal,64.84,67.32,2.48,43.8,67.32,1,0.9928,critico,treino,553.0,138104.0,97003.84
4302402,Bom Retiro do Sul,RS,Sul,publica,79.94,78.46,-1.48,65.1,78.46,1,0.9927,critico,treino,,12578.0,40525.12
4320800,Soledade,RS,Sul,publica,58.93,68.48,9.55,63.1,68.48,1,0.9927,critico,treino,,30936.0,42437.35
4320800,Soledade,RS,Sul,municipal,66.25,68.48,2.23,61.9,68.48,1,0.9926,critico,treino,66.0,30936.0,42437.35
4318309,São Gabriel,RS,Sul,publica,62.74,64.25,1.51,39.1,64.25,1,0.9926,critico,treino,,60102.0,44639.55
4317202,Santa Rosa,RS,Sul,municipal,72.42,73.6,1.18,58.8,73.6,1,0.9925,critico,treino,363.0,79395.0,57060.97
4304507,Canguçu,RS,Sul,publica,83.04,79.74,-3.3,56.4,79.74,1,0.9925,critico,treino,,50998.0,35796.07
4313953,Pantano Grande,RS,Sul,municipal,72.52,73.69,1.17,25.7,73.69,1,0.9924,critico,teste,92.0,10438.0,55241.81
4320107,Sarandi,RS,Sul,publica,72.22,72.81,0.59,49.9,72.81,1,0.9924,critico,treino,,23356.0,61126.09
4306601,Dom Pedrito,RS,Sul,publica,62.23,61.19,-1.04,47.8,61.19,1,0.9923,critico,treino,,38094.0,60066.47
4309308,Guaíba,RS,Sul,publica,50.14,54.7,4.56,32.7,54.7,1,0.9923,critico,treino,,95956.0,93811.59
4318309,São Gabriel,RS,Sul,estadual,66.37,64.25,-2.12,46.6,64.25,1,0.9923,critico,treino,176.0,60102.0,44639.55
4306205,Cruzeiro do Sul,RS,Sul,municipal,68.21,70.11,1.9,35.2,70.11,1,0.9923,critico,treino,59.0,12571.0,54549.84
4306601,Dom Pedrito,RS,Sul,municipal,57.45,61.19,3.74,43.7,61.19,1,0.9922,critico,treino,132.0,38094.0,60066.47
4317806,Santo Augusto,RS,Sul,publica,74.4,78.05,3.65,65.1,78.05,1,0.9922,critico,treino,,14196.0,51313.75
4301636,Balneário Pinhal,RS,Sul,municipal,58.38,61.97,3.59,43.6,61.97,1,0.9922,critico,treino,163.0,15371.0,21673.87
4302352,Bom Princípio,RS,Sul,publica,74.32,74.68,0.36,50.7,74.68,1,0.9922,critico,treino,,13650.0,69671.72
4320008,Sapucaia do Sul,RS,Sul,publica,59.74,62.6,2.86,47.9,62.6,1,0.9922,critico,treino,,136542.0,34637.02
4302352,Bom Princípio,RS,Sul,municipal,73.71,74.68,0.97,55.3,74.68,1,0.9922,critico,treino,132.0,13650.0,69671.72
4312500,Mostardas,RS,Sul,estadual,44.44,56.1,11.66,39.2,56.1,1,0.9922,critico,treino,41.0,12346.0,40040.58
4318804,São Lourenço do Sul,RS,Sul,publica,74.52,79.22,4.7,57.2,79.22,1,0.9921,critico,teste,,43283.0,39729.13
4304804,Carlos Barbosa,RS,Sul,municipal,67.4,69.44,2.04,64.9,69.44,1,0.9921,critico,treino,178.0,31528.0,121006.09
4301206,Arroio do Tigre,RS,Sul,publica,81.59,80.0,-1.59,65.2,80.0,1,0.9921,critico,treino,,12296.0,38446.57
4306403,Dois Irmãos,RS,Sul,estadual,86.06,78.68,-7.38,61.2,78.68,1,0.9921,critico,treino,70.0,31769.0,83084.86
4301008,Arroio do Meio,RS,Sul,publica,82.6,80.0,-2.6,63.6,80.0,1,0.9921,critico,treino,,22490.0,86400.09
4318002,São Borja,RS,Sul,publica,63.44,67.78,4.34,48.2,67.78,1,0.9921,critico,treino,,61323.0,41589.42
4319901,Sapiranga,RS,Sul,estadual,56.15,73.9,17.75,56.3,73.9,1,0.992,critico,teste,158.0,77898.0,60002.23
4316808,Santa Cruz do Sul,RS,Sul,publica,69.79,67.32,-2.47,48.4,67.32,1,0.992,critico,treino,,138104.0,97003.84
4313904,Panambi,RS,Sul,publica,77.7,76.0,-1.7,55.1,76.0,1,0.992,critico,treino,,45042.0,89055.02
4311809,Marau,RS,Sul,publica,67.83,68.78,0.95,46.2,68.78,1,0.992,critico,treino,,46656.0,80124.64
4322608,Venâncio Aires,RS,Sul,estadual,74.06,78.41,4.35,63.1,78.41,1,0.992,critico,treino,222.0,70805.0,66141.29
4301107,Arroio dos Ratos,RS,Sul,publica,32.24,46.7,14.46,40.8,46.7,1,0.9919,critico,treino,,14923.0,27138.31
4301602,Bagé,RS,Sul,municipal,62.01,64.98,2.97,46.6,64.98,1,0.9919,critico,treino,604.0,121900.0,36216.31
4301008,Arroio do Meio,RS,Sul,municipal,82.6,80.0,-2.6,63.6,80.0,1,0.9919,critico,treino,165.0,22490.0,86400.09
4319901,Sapiranga,RS,Sul,municipal,72.77,73.9,1.13,41.1,73.9,1,0.9919,critico,treino,668.0,77898.0,60002.23
4323002,Viamão,RS,Sul,publica,58.18,62.36,4.18,36.7,62.36,1,0.9918,critico,treino,,232113.0,23890.02
4318705,São Leopoldo,RS,Sul,publica,56.43,60.83,4.4,37.5,60.83,1,0.9918,critico,treino,,225669.0,52027.14
4321204,Taquara,RS,Sul,publica,61.27,66.57,5.3,45.0,66.57,1,0.9918,critico,teste,,54360.0,33402.78
4321808,Três de Maio,RS,Sul,publica,74.21,79.17,4.96,52.1,79.17,1,0.9918,critico,teste,,25452.0,59919.93
4304663,Capão do Leão,RS,Sul,municipal,48.68,53.81,5.13,28.2,53.81,1,0.9918,critico,treino,204.0,27389.0,31181.2
4303103,Cachoeirinha,RS,Sul,municipal,58.04,61.68,3.64,40.6,61.68,1,0.9918,critico,treino,898.0,141303.0,55071.9
4321501,Torres,RS,Sul,estadual,67.56,65.68,-1.88,53.8,65.68,1,0.9918,critico,treino,180.0,43268.0,42422.32
4312401,Montenegro,RS,Sul,estadual,62.3,68.22,5.92,46.8,68.22,1,0.9918,critico,teste,298.0,66295.0,79333.84
4317400,Santiago,RS,Sul,municipal,72.84,73.95,1.11,61.2,73.95,1,0.9917,critico,treino,253.0,50331.0,36988.95
4301107,Arroio dos Ratos,RS,Sul,estadual,8.57,46.7,38.13,35.0,46.7,1,0.9916,critico,teste,39.0,14923.0,27138.31
4321600,Tramandaí,RS,Sul,publica,59.13,58.64,-0.49,40.2,58.64,1,0.9916,critico,treino,,56296.0,28061.05
4317202,Santa Rosa,RS,Sul,estadual,67.45,73.6,6.15,43.2,73.6,1,0.9916,critico,teste,346.0,79395.0,57060.97
4318804,São Lourenço do Sul,RS,Sul,municipal,79.09,79.22,0.13,58.7,79.22,1,0.9916,critico,treino,287.0,43283.0,39729.13
4301636,Balneário Pinhal,RS,Sul,publica,58.38,61.97,3.59,43.6,61.97,1,0.9916,critico,treino,,15371.0,21673.87
